STNAME,CTYNAME,Year,population
Utah,Piute,2011,1499
Utah,Piute,2012,1497
Utah,Piute,2013,1488
Utah,Piute,2014,1467
Utah,Piute,2015,1491
Utah,Piute,2016,1459
Utah,Piute,2017,1407
Utah,Piute,2018,1438
Utah,Piute,2019,1479
Utah,Rich,2010,2254
Utah,Rich,2011,2294
Utah,Rich,2012,2257
Utah,Rich,2013,2263
Utah,Rich,2014,2273
Utah,Rich,2015,2300
Utah,Rich,2016,2313
Utah,Rich,2017,2395
Utah,Rich,2018,2456
Utah,Rich,2019,2483
Utah,Salt Lake,2010,1032976
Utah,Salt Lake,2011,1047610
Utah,Salt Lake,2012,1063956
Utah,Salt Lake,2013,1079392
Utah,Salt Lake,2014,1090005
Utah,Salt Lake,2015,1102273
Utah,Salt Lake,2016,1120109
Utah,Salt Lake,2017,1136719
Utah,Salt Lake,2018,1148692
Utah,Salt Lake,2019,1160437
Utah,San Juan,2010,14824
Utah,San Juan,2011,14839
Utah,San Juan,2012,15037
Utah,San Juan,2013,14988
Utah,San Juan,2014,15058
Utah,San Juan,2015,15239
Utah,San Juan,2016,15329
Utah,San Juan,2017,15277
Utah,San Juan,2018,15358
Utah,San Juan,2019,15308
Utah,Sanpete,2010,27940
Utah,Sanpete,2011,28003
Utah,Sanpete,2012,27961
Utah,Sanpete,2013,28128
Utah,Sanpete,2014,28297
Utah,Sanpete,2015,28654
Utah,Sanpete,2016,29232
Utah,Sanpete,2017,29921
Utah,Sanpete,2018,30503
Utah,Sanpete,2019,30939
Utah,Sevier,2010,20798
Utah,Sevier,2011,20870
Utah,Sevier,2012,20658
Utah,Sevier,2013,20747
Utah,Sevier,2014,20735
Utah,Sevier,2015,20858
Utah,Sevier,2016,21131
Utah,Sevier,2017,21292
Utah,Sevier,2018,21497
Utah,Sevier,2019,21620
Utah,Summit,2010,36500
Utah,Summit,2011,37421
Utah,Summit,2012,37864
Utah,Summit,2013,38420
Utah,Summit,2014,39113
Utah,Summit,2015,39640
Utah,Summit,2016,40512
Utah,Summit,2017,41330
Utah,Summit,2018,41890
Utah,Summit,2019,42145
Utah,Tooele,2010,58502
Utah,Tooele,2011,59190
Utah,Tooele,2012,59792
Utah,Tooele,2013,60633
Utah,Tooele,2014,61442
Utah,Tooele,2015,62639
Utah,Tooele,2016,64612
Utah,Tooele,2017,67486
Utah,Tooele,2018,69989
Utah,Tooele,2019,72259
Utah,Uintah,2010,32467
Utah,Uintah,2011,33241
Utah,Uintah,2012,34641
Utah,Uintah,2013,35682
Utah,Uintah,2014,36918
Utah,Uintah,2015,37791
Utah,Uintah,2016,36264
Utah,Uintah,2017,35228
Utah,Uintah,2018,35405
Utah,Uintah,2019,35734
Utah,Utah,2010,519998
Utah,Utah,2011,530688
Utah,Utah,2012,539685
Utah,Utah,2013,551273
Utah,Utah,2014,560649
Utah,Utah,2015,572667
Utah,Utah,2016,590288
Utah,Utah,2017,606742
Utah,Utah,2018,621520
Utah,Utah,2019,636235
Utah,Wasatch,2010,23644
Utah,Wasatch,2011,24408
Utah,Wasatch,2012,25344
Utah,Wasatch,2013,26584
Utah,Wasatch,2014,27814
Utah,Wasatch,2015,29118
Utah,Wasatch,2016,30375
Utah,Wasatch,2017,31890
Utah,Wasatch,2018,33067
Utah,Wasatch,2019,34091
Utah,Washington,2010,138389
Utah,Washington,2011,141249
Utah,Washington,2012,144139
Utah,Washington,2013,146987
Utah,Washington,2014,151081
Utah,Washington,2015,154650
Utah,Washington,2016,159352
Utah,Washington,2017,165929
Utah,Washington,2018,171567
Utah,Washington,2019,177556
Utah,Wayne,2010,2772
Utah,Wayne,2011,2742
Utah,Wayne,2012,2705
Utah,Wayne,2013,2712
Utah,Wayne,2014,2695
Utah,Wayne,2015,2690
Utah,Wayne,2016,2671
Utah,Wayne,2017,2702
Utah,Wayne,2018,2671
Utah,Wayne,2019,2711
Utah,Weber,2010,232133
Utah,Weber,2011,233847
Utah,Weber,2012,236251
Utah,Weber,2013,238062
Utah,Weber,2014,240152
Utah,Weber,2015,242872
Utah,Weber,2016,247131
Utah,Weber,2017,251576
Utah,Weber,2018,255697
Utah,Weber,2019,260213
Vermont,Addison,2010,36823
Vermont,Addison,2011,36969
Vermont,Addison,2012,36899
Vermont,Addison,2013,36934
Vermont,Addison,2014,36932
Vermont,Addison,2015,36929
Vermont,Addison,2016,36931
Vermont,Addison,2017,36900
Vermont,Addison,2018,36873
Vermont,Addison,2019,36777
Vermont,Bennington,2010,37078
Vermont,Bennington,2011,36813
Vermont,Bennington,2012,36610
Vermont,Bennington,2013,36534
Vermont,Bennington,2014,36167
Vermont,Bennington,2015,36153
Vermont,Bennington,2016,35911
Vermont,Bennington,2017,35675
Vermont,Bennington,2018,35520
Vermont,Bennington,2019,35470
Vermont,Caledonia,2010,31166
Vermont,Caledonia,2011,31111
Vermont,Caledonia,2012,31025
Vermont,Caledonia,2013,31044
Vermont,Caledonia,2014,30873
Vermont,Caledonia,2015,30645
Vermont,Caledonia,2016,30154
Vermont,Caledonia,2017,30141
Vermont,Caledonia,2018,30236
Vermont,Caledonia,2019,29993
Vermont,Chittenden,2010,156769
Vermont,Chittenden,2011,158033
Vermont,Chittenden,2012,158673
Vermont,Chittenden,2013,159432
Vermont,Chittenden,2014,159945
Vermont,Chittenden,2015,161293
Vermont,Chittenden,2016,161563
Vermont,Chittenden,2017,163031
Vermont,Chittenden,2018,163571
Vermont,Chittenden,2019,163774
Vermont,Essex,2010,6312
Vermont,Essex,2011,6324
Vermont,Essex,2012,6224
Vermont,Essex,2013,6193
Vermont,Essex,2014,6154
Vermont,Essex,2015,6193
Vermont,Essex,2016,6224
Vermont,Essex,2017,6184
Vermont,Essex,2018,6234
Vermont,Essex,2019,6163
Vermont,Franklin,2010,47821
Vermont,Franklin,2011,48228
Vermont,Franklin,2012,48317
Vermont,Franklin,2013,48407
Vermont,Franklin,2014,48763
Vermont,Franklin,2015,48988
Vermont,Franklin,2016,48963
Vermont,Franklin,2017,48969
Vermont,Franklin,2018,49258
Vermont,Franklin,2019,49402
Vermont,Grand Isle,2010,6948
Vermont,Grand Isle,2011,6974
Vermont,Grand Isle,2012,6972
Vermont,Grand Isle,2013,6988
Vermont,Grand Isle,2014,6968
Vermont,Grand Isle,2015,6871
Vermont,Grand Isle,2016,6921
Vermont,Grand Isle,2017,6975
Vermont,Grand Isle,2018,7110
Vermont,Grand Isle,2019,7235
Vermont,Lamoille,2010,24515
Vermont,Lamoille,2011,24707
Vermont,Lamoille,2012,24945
Vermont,Lamoille,2013,25111
Vermont,Lamoille,2014,25130
Vermont,Lamoille,2015,25240
Vermont,Lamoille,2016,25331
Vermont,Lamoille,2017,25360
Vermont,Lamoille,2018,25295
Vermont,Lamoille,2019,25362
Vermont,Orange,2010,28944
Vermont,Orange,2011,29018
Vermont,Orange,2012,28916
Vermont,Orange,2013,28848
Vermont,Orange,2014,28875
Vermont,Orange,2015,28887
Vermont,Orange,2016,28908
Vermont,Orange,2017,28964
Vermont,Orange,2018,28888
Vermont,Orange,2019,28892
Vermont,Orleans,2010,27245
Vermont,Orleans,2011,27195
Vermont,Orleans,2012,27165
Vermont,Orleans,2013,27135
Vermont,Orleans,2014,27024
Vermont,Orleans,2015,27034
Vermont,Orleans,2016,26766
Vermont,Orleans,2017,26811
Vermont,Orleans,2018,26859
Vermont,Orleans,2019,27037
Vermont,Rutland,2010,61586
Vermont,Rutland,2011,61235
Vermont,Rutland,2012,60803
Vermont,Rutland,2013,60488
Vermont,Rutland,2014,60039
Vermont,Rutland,2015,59544
Vermont,Rutland,2016,59122
Vermont,Rutland,2017,59006
Vermont,Rutland,2018,58596
Vermont,Rutland,2019,58191
Vermont,Washington,2010,59570
Vermont,Washington,2011,59591
Vermont,Washington,2012,59407
Vermont,Washington,2013,59218
Vermont,Washington,2014,58961
Vermont,Washington,2015,58652
Vermont,Washington,2016,58355
Vermont,Washington,2017,58253
Vermont,Washington,2018,58079
Vermont,Washington,2019,58409
Vermont,Windham,2010,44502
Vermont,Windham,2011,44239
Vermont,Windham,2012,43996
Vermont,Windham,2013,43885
Vermont,Windham,2014,43656
Vermont,Windham,2015,43246
Vermont,Windham,2016,43163
Vermont,Windham,2017,42851
Vermont,Windham,2018,42635
Vermont,Windham,2019,42222
Vermont,Windsor,2010,56600
Vermont,Windsor,2011,56612
Vermont,Windsor,2012,56138
Vermont,Windsor,2013,55993
Vermont,Windsor,2014,55727
Vermont,Windsor,2015,55541
Vermont,Windsor,2016,55345
Vermont,Windsor,2017,55224
Vermont,Windsor,2018,55204
Vermont,Windsor,2019,55062
Virginia,Accomack,2010,33148
Virginia,Accomack,2011,33225
Virginia,Accomack,2012,33268
Virginia,Accomack,2013,32969
Virginia,Accomack,2014,32971
Virginia,Accomack,2015,32914
Virginia,Accomack,2016,32871
Virginia,Accomack,2017,32685
Virginia,Accomack,2018,32581
Virginia,Accomack,2019,32316
Virginia,Albemarle,2010,99204
Virginia,Albemarle,2011,100213
Virginia,Albemarle,2012,101464
Virginia,Albemarle,2013,102270
Virginia,Albemarle,2014,103732
Virginia,Albemarle,2015,105117
Virginia,Albemarle,2016,106431
Virginia,Albemarle,2017,107768
Virginia,Albemarle,2018,108377
Virginia,Albemarle,2019,109330
Virginia,Alleghany,2010,16203
Virginia,Alleghany,2011,16163
Virginia,Alleghany,2012,16034
Virginia,Alleghany,2013,15923
Virginia,Alleghany,2014,15605
Virginia,Alleghany,2015,15425
Virginia,Alleghany,2016,15387
Virginia,Alleghany,2017,15128
Virginia,Alleghany,2018,14986
Virginia,Alleghany,2019,14860
Virginia,Amelia,2010,12746
Virginia,Amelia,2011,12752
Virginia,Amelia,2012,12745
Virginia,Amelia,2013,12656
Virginia,Amelia,2014,12713
Virginia,Amelia,2015,12784
Virginia,Amelia,2016,12801
Virginia,Amelia,2017,12980
Virginia,Amelia,2018,13057
Virginia,Amelia,2019,13145
Virginia,Amherst,2010,32387
Virginia,Amherst,2011,32154
Virginia,Amherst,2012,32630
Virginia,Amherst,2013,32317
Virginia,Amherst,2014,32158
Virginia,Amherst,2015,31836
Virginia,Amherst,2016,31887
Virginia,Amherst,2017,31863
Virginia,Amherst,2018,31684
Virginia,Amherst,2019,31605
Virginia,Appomattox,2010,15098
Virginia,Appomattox,2011,15109
Virginia,Appomattox,2012,15246
Virginia,Appomattox,2013,15320
Virginia,Appomattox,2014,15348
Virginia,Appomattox,2015,15492
Virginia,Appomattox,2016,15528
Virginia,Appomattox,2017,15723
Virginia,Appomattox,2018,15881
Virginia,Appomattox,2019,15911
Virginia,Arlington,2010,209295
Virginia,Arlington,2011,215990
Virginia,Arlington,2012,221454
Virginia,Arlington,2013,224894
Virginia,Arlington,2014,225980
Virginia,Arlington,2015,228548
Virginia,Arlington,2016,231259
Virginia,Arlington,2017,234647
Virginia,Arlington,2018,236025
Virginia,Arlington,2019,236842
Virginia,Augusta,2010,73584
Virginia,Augusta,2011,73648
Virginia,Augusta,2012,73588
Virginia,Augusta,2013,73842
Virginia,Augusta,2014,73881
Virginia,Augusta,2015,74292
Virginia,Augusta,2016,74834
Virginia,Augusta,2017,75177
Virginia,Augusta,2018,75535
Virginia,Augusta,2019,75558
Virginia,Bath,2010,4721
Virginia,Bath,2011,4655
Virginia,Bath,2012,4642
Virginia,Bath,2013,4592
Virginia,Bath,2014,4535
Virginia,Bath,2015,4460
Virginia,Bath,2016,4409
Virginia,Bath,2017,4266
Virginia,Bath,2018,4253
Virginia,Bath,2019,4147
Virginia,Bedford,2010,75035
Virginia,Bedford,2011,75554
Virginia,Bedford,2012,75750
Virginia,Bedford,2013,76177
Virginia,Bedford,2014,77034
Virginia,Bedford,2015,77629
Virginia,Bedford,2016,77993
Virginia,Bedford,2017,78378
Virginia,Bedford,2018,78882
Virginia,Bedford,2019,78997
Virginia,Bland,2010,6799
Virginia,Bland,2011,6773
Virginia,Bland,2012,6692
Virginia,Bland,2013,6673
Virginia,Bland,2014,6583
Virginia,Bland,2015,6532
Virginia,Bland,2016,6472
Virginia,Bland,2017,6354
Virginia,Bland,2018,6303
Virginia,Bland,2019,6280
Virginia,Botetourt,2010,33199
Virginia,Botetourt,2011,33005
Virginia,Botetourt,2012,33123
Virginia,Botetourt,2013,32994
Virginia,Botetourt,2014,33080
Virginia,Botetourt,2015,33380
Virginia,Botetourt,2016,33252
Virginia,Botetourt,2017,33313
Virginia,Botetourt,2018,33352
Virginia,Botetourt,2019,33419
Virginia,Brunswick,2010,17402
Virginia,Brunswick,2011,17127
Virginia,Brunswick,2012,17032
Virginia,Brunswick,2013,16984
Virginia,Brunswick,2014,16825
Virginia,Brunswick,2015,16845
Virginia,Brunswick,2016,16618
Virginia,Brunswick,2017,16570
Virginia,Brunswick,2018,16336
Virginia,Brunswick,2019,16231
Virginia,Buchanan,2010,24084
Virginia,Buchanan,2011,23824
Virginia,Buchanan,2012,23822
Virginia,Buchanan,2013,23625
Virginia,Buchanan,2014,23152
Virginia,Buchanan,2015,22752
Virginia,Buchanan,2016,22212
Virginia,Buchanan,2017,21604
Virginia,Buchanan,2018,21369
Virginia,Buchanan,2019,21004
Virginia,Buckingham,2010,17091
Virginia,Buckingham,2011,17213
Virginia,Buckingham,2012,17068
Virginia,Buckingham,2013,17150
Virginia,Buckingham,2014,16931
Virginia,Buckingham,2015,17017
Virginia,Buckingham,2016,17051
Virginia,Buckingham,2017,17038
Virginia,Buckingham,2018,17043
Virginia,Buckingham,2019,17148
Virginia,Campbell,2010,54901
Virginia,Campbell,2011,54789
Virginia,Campbell,2012,54830
Virginia,Campbell,2013,55078
Virginia,Campbell,2014,55272
Virginia,Campbell,2015,55356
Virginia,Campbell,2016,55419
Virginia,Campbell,2017,55326
Virginia,Campbell,2018,55137
Virginia,Campbell,2019,54885
Virginia,Caroline,2010,28635
Virginia,Caroline,2011,28672
Virginia,Caroline,2012,28949
Virginia,Caroline,2013,29248
Virginia,Caroline,2014,29741
Virginia,Caroline,2015,29900
Virginia,Caroline,2016,30099
Virginia,Caroline,2017,30432
Virginia,Caroline,2018,30751
Virginia,Caroline,2019,30725
Virginia,Carroll,2010,30071
Virginia,Carroll,2011,30092
Virginia,Carroll,2012,29916
Virginia,Carroll,2013,29909
Virginia,Carroll,2014,29711
Virginia,Carroll,2015,29870
Virginia,Carroll,2016,29789
Virginia,Carroll,2017,29812
Virginia,Carroll,2018,29741
Virginia,Carroll,2019,29791
Virginia,Charles City,2010,7259
Virginia,Charles City,2011,7205
Virginia,Charles City,2012,7126
Virginia,Charles City,2013,7072
Virginia,Charles City,2014,6978
Virginia,Charles City,2015,7046
Virginia,Charles City,2016,7034
Virginia,Charles City,2017,7026
Virginia,Charles City,2018,7000
Virginia,Charles City,2019,6963
Virginia,Charlotte,2010,12568
Virginia,Charlotte,2011,12499
Virginia,Charlotte,2012,12401
Virginia,Charlotte,2013,12279
Virginia,Charlotte,2014,12175
Virginia,Charlotte,2015,12179
Virginia,Charlotte,2016,12119
Virginia,Charlotte,2017,12077
Virginia,Charlotte,2018,11944
Virginia,Charlotte,2019,11880
Virginia,Chesterfield,2010,317198
Virginia,Chesterfield,2011,320307
Virginia,Chesterfield,2012,323880
Virginia,Chesterfield,2013,327612
Virginia,Chesterfield,2014,332093
Virginia,Chesterfield,2015,334915
Virginia,Chesterfield,2016,338479
Virginia,Chesterfield,2017,343276
Virginia,Chesterfield,2018,348281
Virginia,Chesterfield,2019,352802
Virginia,Clarke,2010,14012
Virginia,Clarke,2011,14190
Virginia,Clarke,2012,14245
Virginia,Clarke,2013,14253
Virginia,Clarke,2014,14315
Virginia,Clarke,2015,14239
Virginia,Clarke,2016,14294
Virginia,Clarke,2017,14454
Virginia,Clarke,2018,14511
Virginia,Clarke,2019,14619
Virginia,Craig,2010,5198
Virginia,Craig,2011,5169
Virginia,Craig,2012,5138
Virginia,Craig,2013,5138
Virginia,Craig,2014,5176
Virginia,Craig,2015,5136
Virginia,Craig,2016,5120
Virginia,Craig,2017,5062
Virginia,Craig,2018,5102
Virginia,Craig,2019,5131
Virginia,Culpeper,2010,46838
Virginia,Culpeper,2011,47345
Virginia,Culpeper,2012,47844
Virginia,Culpeper,2013,48606
Virginia,Culpeper,2014,49237
Virginia,Culpeper,2015,49551
Virginia,Culpeper,2016,50319
Virginia,Culpeper,2017,51235
Virginia,Culpeper,2018,51795
Virginia,Culpeper,2019,52605
Virginia,Cumberland,2010,10028
Virginia,Cumberland,2011,9985
Virginia,Cumberland,2012,9841
Virginia,Cumberland,2013,9848
Virginia,Cumberland,2014,9839
Virginia,Cumberland,2015,9756
Virginia,Cumberland,2016,9745
Virginia,Cumberland,2017,9828
Virginia,Cumberland,2018,9857
Virginia,Cumberland,2019,9932
Virginia,Dickenson,2010,15847
Virginia,Dickenson,2011,15779
Virginia,Dickenson,2012,15707
Virginia,Dickenson,2013,15526
Virginia,Dickenson,2014,15344
Virginia,Dickenson,2015,15201
Virginia,Dickenson,2016,15014
Virginia,Dickenson,2017,14722
Virginia,Dickenson,2018,14526
Virginia,Dickenson,2019,14318
Virginia,Dinwiddie,2010,28063
Virginia,Dinwiddie,2011,28119
Virginia,Dinwiddie,2012,28223
Virginia,Dinwiddie,2013,28084
Virginia,Dinwiddie,2014,28094
Virginia,Dinwiddie,2015,28148
Virginia,Dinwiddie,2016,28468
Virginia,Dinwiddie,2017,28630
Virginia,Dinwiddie,2018,28633
Virginia,Dinwiddie,2019,28544
Virginia,Essex,2010,11146
Virginia,Essex,2011,11169
Virginia,Essex,2012,11135
Virginia,Essex,2013,11161
Virginia,Essex,2014,11071
Virginia,Essex,2015,11096
Virginia,Essex,2016,11077
Virginia,Essex,2017,10969
Virginia,Essex,2018,10896
Virginia,Essex,2019,10953
Virginia,Fairfax,2010,1086155
Virginia,Fairfax,2011,1103439
Virginia,Fairfax,2012,1120395
Virginia,Fairfax,2013,1131784
Virginia,Fairfax,2014,1136271
Virginia,Fairfax,2015,1140401
Virginia,Fairfax,2016,1144188
Virginia,Fairfax,2017,1148728
Virginia,Fairfax,2018,1148463
Virginia,Fairfax,2019,1147532
Virginia,Fauquier,2010,65440
Virginia,Fauquier,2011,66032
Virginia,Fauquier,2012,66561
Virginia,Fauquier,2013,67139
Virginia,Fauquier,2014,68116
Virginia,Fauquier,2015,68423
Virginia,Fauquier,2016,68805
Virginia,Fauquier,2017,69547
Virginia,Fauquier,2018,70642
Virginia,Fauquier,2019,71222
Virginia,Floyd,2010,15365
Virginia,Floyd,2011,15400
Virginia,Floyd,2012,15431
Virginia,Floyd,2013,15482
Virginia,Floyd,2014,15526
Virginia,Floyd,2015,15548
Virginia,Floyd,2016,15677
Virginia,Floyd,2017,15758
Virginia,Floyd,2018,15790
Virginia,Floyd,2019,15749
Virginia,Fluvanna,2010,25791
Virginia,Fluvanna,2011,25956
Virginia,Fluvanna,2012,25883
Virginia,Fluvanna,2013,25825
Virginia,Fluvanna,2014,25969
Virginia,Fluvanna,2015,26133
Virginia,Fluvanna,2016,26187
Virginia,Fluvanna,2017,26480
Virginia,Fluvanna,2018,26898
Virginia,Fluvanna,2019,27270
Virginia,Franklin,2010,56176
Virginia,Franklin,2011,56337
Virginia,Franklin,2012,56290
Virginia,Franklin,2013,56269
Virginia,Franklin,2014,56258
Virginia,Franklin,2015,56227
Virginia,Franklin,2016,56158
Virginia,Franklin,2017,56315
Virginia,Franklin,2018,56191
Virginia,Franklin,2019,56042
Virginia,Frederick,2010,78550
Virginia,Frederick,2011,79512
Virginia,Frederick,2012,80229
Virginia,Frederick,2013,81474
Virginia,Frederick,2014,82714
Virginia,Frederick,2015,83493
Virginia,Frederick,2016,84638
Virginia,Frederick,2017,86456
Virginia,Frederick,2018,88173
Virginia,Frederick,2019,89313
Virginia,Giles,2010,17316
Virginia,Giles,2011,17151
Virginia,Giles,2012,17022
Virginia,Giles,2013,16988
Virginia,Giles,2014,16849
Virginia,Giles,2015,16762
Virginia,Giles,2016,16827
Virginia,Giles,2017,16754
Virginia,Giles,2018,16799
Virginia,Giles,2019,16720
Virginia,Gloucester,2010,36940
Virginia,Gloucester,2011,36889
Virginia,Gloucester,2012,36838
Virginia,Gloucester,2013,36768
Virginia,Gloucester,2014,37024
Virginia,Gloucester,2015,37010
Virginia,Gloucester,2016,37114
Virginia,Gloucester,2017,37295
Virginia,Gloucester,2018,37341
Virginia,Gloucester,2019,37348
Virginia,Goochland,2010,21744
Virginia,Goochland,2011,21374
Virginia,Goochland,2012,21273
Virginia,Goochland,2013,21565
Virginia,Goochland,2014,21849
Virginia,Goochland,2015,22165
Virginia,Goochland,2016,22485
Virginia,Goochland,2017,22703
Virginia,Goochland,2018,23219
Virginia,Goochland,2019,23753
Virginia,Grayson,2010,15497
Virginia,Grayson,2011,15366
Virginia,Grayson,2012,15143
Virginia,Grayson,2013,15128
Virginia,Grayson,2014,15922
Virginia,Grayson,2015,15959
Virginia,Grayson,2016,15867
Virginia,Grayson,2017,15697
Virginia,Grayson,2018,15635
Virginia,Grayson,2019,15550
Virginia,Greene,2010,18457
Virginia,Greene,2011,18667
Virginia,Greene,2012,18803
Virginia,Greene,2013,18848
Virginia,Greene,2014,19105
Virginia,Greene,2015,19183
Virginia,Greene,2016,19309
Virginia,Greene,2017,19593
Virginia,Greene,2018,19692
Virginia,Greene,2019,19819
Virginia,Greensville,2010,12234
Virginia,Greensville,2011,12001
Virginia,Greensville,2012,11745
Virginia,Greensville,2013,11689
Virginia,Greensville,2014,11564
Virginia,Greensville,2015,11786
Virginia,Greensville,2016,11500
Virginia,Greensville,2017,11569
Virginia,Greensville,2018,11432
Virginia,Greensville,2019,11336
Virginia,Halifax,2010,36206
Virginia,Halifax,2011,36000
Virginia,Halifax,2012,35738
Virginia,Halifax,2013,35386
Virginia,Halifax,2014,35204
Virginia,Halifax,2015,35103
Virginia,Halifax,2016,34990
Virginia,Halifax,2017,34575
Virginia,Halifax,2018,34181
Virginia,Halifax,2019,33911
Virginia,Hanover,2010,99902
Virginia,Hanover,2011,99908
Virginia,Hanover,2012,100339
Virginia,Hanover,2013,101065
Virginia,Hanover,2014,101724
Virginia,Hanover,2015,103071
Virginia,Hanover,2016,104290
Virginia,Hanover,2017,105674
Virginia,Hanover,2018,106886
Virginia,Hanover,2019,107766
Virginia,Henrico,2010,307253
Virginia,Henrico,2011,310430
Virginia,Henrico,2012,315587
Virginia,Henrico,2013,318640
Virginia,Henrico,2014,321835
Virginia,Henrico,2015,324375
Virginia,Henrico,2016,325931
Virginia,Henrico,2017,327559
Virginia,Henrico,2018,328993
Virginia,Henrico,2019,330818
Virginia,Henry,2010,54135
Virginia,Henry,2011,53552
Virginia,Henry,2012,53112
Virginia,Henry,2013,52748
Virginia,Henry,2014,52237
Virginia,Henry,2015,51940
Virginia,Henry,2016,51645
Virginia,Henry,2017,51346
Virginia,Henry,2018,51050
Virginia,Henry,2019,50557
Virginia,Highland,2010,2297
Virginia,Highland,2011,2260
Virginia,Highland,2012,2234
Virginia,Highland,2013,2205
Virginia,Highland,2014,2238
Virginia,Highland,2015,2196
Virginia,Highland,2016,2210
Virginia,Highland,2017,2217
Virginia,Highland,2018,2208
Virginia,Highland,2019,2190
Virginia,Isle of Wight,2010,35316
Virginia,Isle of Wight,2011,35296
Virginia,Isle of Wight,2012,35343
Virginia,Isle of Wight,2013,35526
Virginia,Isle of Wight,2014,35865
Virginia,Isle of Wight,2015,36159
Virginia,Isle of Wight,2016,36326
Virginia,Isle of Wight,2017,36571
Virginia,Isle of Wight,2018,36972
Virginia,Isle of Wight,2019,37109
Virginia,James City,2010,67661
Virginia,James City,2011,68297
Virginia,James City,2012,69409
Virginia,James City,2013,70612
Virginia,James City,2014,72064
Virginia,James City,2015,72819
Virginia,James City,2016,73930
Virginia,James City,2017,75274
Virginia,James City,2018,76033
Virginia,James City,2019,76523
Virginia,King and Queen,2010,6976
Virginia,King and Queen,2011,6987
Virginia,King and Queen,2012,7009
Virginia,King and Queen,2013,7029
Virginia,King and Queen,2014,7082
Virginia,King and Queen,2015,7085
Virginia,King and Queen,2016,7054
Virginia,King and Queen,2017,6999
Virginia,King and Queen,2018,7045
Virginia,King and Queen,2019,7025
Virginia,King George,2010,23696
Virginia,King George,2011,24273
Virginia,King George,2012,24606
Virginia,King George,2013,24897
Virginia,King George,2014,25260
Virginia,King George,2015,25414
Virginia,King George,2016,25947
Virginia,King George,2017,26337
Virginia,King George,2018,26612
Virginia,King George,2019,26836
Virginia,King William,2010,15999
Virginia,King William,2011,16014
Virginia,King William,2012,15977
Virginia,King William,2013,16092
Virginia,King William,2014,16149
Virginia,King William,2015,16282
Virginia,King William,2016,16405
Virginia,King William,2017,16684
Virginia,King William,2018,16919
Virginia,King William,2019,17148
Virginia,Lancaster,2010,11362
Virginia,Lancaster,2011,11275
Virginia,Lancaster,2012,11125
Virginia,Lancaster,2013,10959
Virginia,Lancaster,2014,10861
Virginia,Lancaster,2015,10825
Virginia,Lancaster,2016,10771
Virginia,Lancaster,2017,10725
Virginia,Lancaster,2018,10696
Virginia,Lancaster,2019,10603
Virginia,Lee,2010,25605
Virginia,Lee,2011,25544
Virginia,Lee,2012,25428
Virginia,Lee,2013,25080
Virginia,Lee,2014,24724
Virginia,Lee,2015,24595
Virginia,Lee,2016,24165
Virginia,Lee,2017,23900
Virginia,Lee,2018,23656
Virginia,Lee,2019,23423
Virginia,Loudoun,2010,315478
Virginia,Loudoun,2011,326327
Virginia,Loudoun,2012,337847
Virginia,Loudoun,2013,349915
Virginia,Loudoun,2014,362206
Virginia,Loudoun,2015,374014
Virginia,Loudoun,2016,385546
Virginia,Loudoun,2017,397049
Virginia,Loudoun,2018,405522
Virginia,Loudoun,2019,413538
Virginia,Louisa,2010,33309
Virginia,Louisa,2011,33465
Virginia,Louisa,2012,33494
Virginia,Louisa,2013,33987
Virginia,Louisa,2014,34310
Virginia,Louisa,2015,34611
Virginia,Louisa,2016,35304
Virginia,Louisa,2017,35912
Virginia,Louisa,2018,36784
Virginia,Louisa,2019,37591
Virginia,Lunenburg,2010,12910
Virginia,Lunenburg,2011,12911
Virginia,Lunenburg,2012,12638
Virginia,Lunenburg,2013,12532
Virginia,Lunenburg,2014,12482
Virginia,Lunenburg,2015,12348
Virginia,Lunenburg,2016,12319
Virginia,Lunenburg,2017,12333
Virginia,Lunenburg,2018,12215
Virginia,Lunenburg,2019,12196
Virginia,Madison,2010,13300
Virginia,Madison,2011,13141
Virginia,Madison,2012,13132
Virginia,Madison,2013,13090
Virginia,Madison,2014,13030
Virginia,Madison,2015,13047
Virginia,Madison,2016,13081
Virginia,Madison,2017,13212
Virginia,Madison,2018,13248
Virginia,Madison,2019,13261
Virginia,Mathews,2010,8974
Virginia,Mathews,2011,8944
Virginia,Mathews,2012,8911
Virginia,Mathews,2013,8898
Virginia,Mathews,2014,8813
Virginia,Mathews,2015,8834
Virginia,Mathews,2016,8769
Virginia,Mathews,2017,8709
Virginia,Mathews,2018,8792
Virginia,Mathews,2019,8834
Virginia,Mecklenburg,2010,32708
Virginia,Mecklenburg,2011,32560
Virginia,Mecklenburg,2012,31686
Virginia,Mecklenburg,2013,31239
Virginia,Mecklenburg,2014,31104
Virginia,Mecklenburg,2015,30922
Virginia,Mecklenburg,2016,30813
Virginia,Mecklenburg,2017,30693
Virginia,Mecklenburg,2018,30624
Virginia,Mecklenburg,2019,30587
Virginia,Middlesex,2010,10980
Virginia,Middlesex,2011,10854
Virginia,Middlesex,2012,10850
Virginia,Middlesex,2013,10781
Virginia,Middlesex,2014,10657
Virginia,Middlesex,2015,10686
Virginia,Middlesex,2016,10749
Virginia,Middlesex,2017,10625
Virginia,Middlesex,2018,10733
Virginia,Middlesex,2019,10582
Virginia,Montgomery,2010,94557
Virginia,Montgomery,2011,94737
